,year,state,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Gender
2370,1983,Mississippi,Christopher,James,Michael,William,John,boy
2371,1983,Missouri,Michael,Christopher,Matthew,Joshua,James,boy
2372,1983,Montana,Michael,Matthew,Christopher,Joshua,Ryan,boy
2373,1983,Nebraska,Matthew,Michael,Christopher,Joshua,Adam,boy
2374,1983,Nevada,Michael,Christopher,Matthew,Robert,Joshua,boy
2375,1983,New Hampshire,Christopher,Michael,Matthew,Joshua,Ryan,boy
2376,1983,New Jersey,Michael,Christopher,Matthew,Joseph,Robert,boy
2377,1983,New Mexico,Christopher,Michael,Matthew,Daniel,David,boy
2378,1983,New York,Michael,Christopher,Matthew,Daniel,David,boy
2379,1983,North Carolina,Christopher,Michael,James,Matthew,Joshua,boy
2380,1983,North Dakota,Michael,Matthew,Christopher,Joshua,Ryan,boy
2381,1983,Ohio,Michael,Matthew,Christopher,Joshua,David,boy
2382,1983,Oklahoma,Christopher,Michael,Matthew,Joshua,James,boy
2383,1983,Oregon,Michael,Christopher,Matthew,Joshua,David,boy
2384,1983,Pennsylvania,Michael,Matthew,Christopher,David,Jason,boy
2385,1983,Rhode Island,Michael,Matthew,Christopher,David,Jason,boy
2386,1983,South Carolina,Christopher,James,Michael,William,John,boy
2387,1983,South Dakota,Matthew,Christopher,Michael,Joshua,Ryan,boy
2388,1983,Tennessee,Christopher,Michael,James,Joshua,Matthew,boy
2389,1983,Texas,Christopher,Michael,David,James,Matthew,boy
2390,1983,Utah,Michael,Christopher,Matthew,David,Joshua,boy
2391,1983,Vermont,Christopher,Matthew,Michael,Joshua,Justin,boy
2392,1983,Virginia,Christopher,Michael,Matthew,James,David,boy
2393,1983,Washington,Michael,Christopher,Matthew,Ryan,Joshua,boy
2394,1983,West Virginia,Christopher,Joshua,Michael,Matthew,Jason,boy
2395,1983,Wisconsin,Matthew,Michael,Christopher,Andrew,Joshua,boy
2396,1983,Wyoming,Michael,Christopher,Matthew,Joshua,Ryan,boy
2397,1984,Alabama,Christopher,Michael,James,Joshua,Matthew,boy
2398,1984,Alaska,Christopher,Michael,Matthew,Joshua,David,boy
2399,1984,Arizona,Michael,Christopher,Matthew,Daniel,David,boy
2400,1984,Arkansas,Christopher,Joshua,Michael,James,Matthew,boy
2401,1984,California,Michael,Christopher,David,Daniel,Matthew,boy
2402,1984,Colorado,Michael,Christopher,Matthew,Joshua,David,boy
2403,1984,Connecticut,Michael,Christopher,Matthew,Daniel,David,boy
2404,1984,Delaware,Michael,Matthew,Christopher,John,David,boy
2405,1984,Dist. of Columbia,Michael,Christopher,James,David,Matthew,boy
2406,1984,Florida,Michael,Christopher,Matthew,James,David,boy
2407,1984,Georgia,Christopher,Michael,James,Joshua,Matthew,boy
2408,1984,Hawaii,Christopher,Michael,Joshua,Matthew,Justin,boy
2409,1984,Idaho,Michael,Matthew,Joshua,Christopher,Ryan,boy
2410,1984,Illinois,Michael,Matthew,Christopher,Daniel,David,boy
2411,1984,Indiana,Matthew,Michael,Joshua,Christopher,Ryan,boy
2412,1984,Iowa,Matthew,Michael,Joshua,Christopher,Ryan,boy
2413,1984,Kansas,Christopher,Michael,Matthew,Joshua,Ryan,boy
2414,1984,Kentucky,Christopher,Joshua,James,Michael,Matthew,boy
2415,1984,Louisiana,Christopher,Michael,Joshua,Brandon,Matthew,boy
2416,1984,Maine,Christopher,Matthew,Michael,Joshua,Ryan,boy
2417,1984,Maryland,Michael,Christopher,Matthew,David,James,boy
2418,1984,Massachusetts,Michael,Christopher,Matthew,Daniel,David,boy
2419,1984,Michigan,Michael,Christopher,Matthew,David,Ryan,boy
2420,1984,Minnesota,Matthew,Michael,Daniel,Ryan,Christopher,boy
2421,1984,Mississippi,Christopher,James,Michael,Joshua,William,boy
2422,1984,Missouri,Michael,Christopher,Matthew,Joshua,James,boy
2423,1984,Montana,Michael,Matthew,Christopher,Joshua,Daniel,boy
2424,1984,Nebraska,Matthew,Michael,Christopher,Joshua,Andrew,boy
2425,1984,Nevada,Christopher,Michael,Matthew,Joshua,Jason,boy
2426,1984,New Hampshire,Michael,Christopher,Matthew,Ryan,Joshua,boy
2427,1984,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2428,1984,New Mexico,Christopher,Michael,Joshua,Matthew,Daniel,boy
2429,1984,New York,Michael,Christopher,Matthew,Daniel,Joseph,boy
2430,1984,North Carolina,Christopher,Michael,Joshua,Matthew,James,boy
2431,1984,North Dakota,Michael,Matthew,Christopher,Joshua,Ryan,boy
2432,1984,Ohio,Michael,Matthew,Christopher,Joshua,David,boy
2433,1984,Oklahoma,Christopher,Michael,Joshua,Matthew,James,boy
2434,1984,Oregon,Michael,Christopher,Matthew,Joshua,Ryan,boy
2435,1984,Pennsylvania,Michael,Matthew,Christopher,David,Joshua,boy
2436,1984,Rhode Island,Michael,Matthew,Christopher,David,John,boy
2437,1984,South Carolina,Christopher,Michael,James,Joshua,William,boy
2438,1984,South Dakota,Matthew,Joshua,Michael,Christopher,Adam,boy
2439,1984,Tennessee,Christopher,Joshua,James,Michael,Matthew,boy
2440,1984,Texas,Christopher,Michael,David,Matthew,Joshua,boy
2441,1984,Utah,Michael,Matthew,Christopher,Joshua,David,boy
2442,1984,Vermont,Christopher,Matthew,Joshua,Michael,Ryan,boy
2443,1984,Virginia,Christopher,Michael,Matthew,James,David,boy
2444,1984,Washington,Michael,Christopher,Matthew,Joshua,Ryan,boy
2445,1984,West Virginia,Joshua,Christopher,Michael,Matthew,James,boy
2446,1984,Wisconsin,Michael,Matthew,Joshua,Adam,Ryan,boy
2447,1984,Wyoming,Michael,Matthew,Christopher,Joshua,Ryan,boy
2448,1985,Alabama,Christopher,Joshua,Michael,James,Brandon,boy
2449,1985,Alaska,Michael,Christopher,Joshua,Matthew,Daniel,boy
2450,1985,Arizona,Michael,Christopher,Daniel,Matthew,David,boy
2451,1985,Arkansas,Christopher,Joshua,Michael,James,Brandon,boy
2452,1985,California,Michael,Christopher,Daniel,David,Matthew,boy
2453,1985,Colorado,Michael,Christopher,Matthew,Joshua,Daniel,boy
2454,1985,Connecticut,Michael,Christopher,Matthew,Daniel,David,boy
2455,1985,Delaware,Michael,Matthew,Christopher,James,David,boy
2456,1985,Dist. of Columbia,Michael,Christopher,James,Matthew,David,boy
2457,1985,Florida,Michael,Christopher,Joshua,James,Daniel,boy
2458,1985,Georgia,Christopher,Michael,Joshua,James,Brandon,boy
2459,1985,Hawaii,Christopher,Michael,Joshua,Justin,Matthew,boy
2460,1985,Idaho,Michael,Joshua,Christopher,Matthew,Daniel,boy
2461,1985,Illinois,Michael,Christopher,Matthew,Daniel,David,boy
2462,1985,Indiana,Joshua,Michael,Matthew,Christopher,Ryan,boy
2463,1985,Iowa,Matthew,Michael,Joshua,Ryan,Christopher,boy
2464,1985,Kansas,Christopher,Matthew,Michael,Joshua,Andrew,boy
2465,1985,Kentucky,Joshua,Christopher,James,Michael,Brandon,boy
2466,1985,Louisiana,Christopher,Joshua,Michael,Brandon,James,boy
2467,1985,Maine,Christopher,Joshua,Michael,Matthew,Ryan,boy
2468,1985,Maryland,Michael,Christopher,Matthew,David,James,boy
2469,1985,Massachusetts,Michael,Matthew,Christopher,Daniel,David,boy
2470,1985,Michigan,Michael,Christopher,Matthew,Joshua,David,boy
2471,1985,Minnesota,Matthew,Michael,Andrew,Daniel,Joshua,boy
2472,1985,Mississippi,Christopher,James,Michael,Joshua,William,boy
2473,1985,Missouri,Michael,Christopher,Matthew,Joshua,James,boy
2474,1985,Montana,Michael,Matthew,Joshua,Christopher,Ryan,boy
2475,1985,Nebraska,Matthew,Michael,Andrew,Joshua,Christopher,boy
2476,1985,Nevada,Michael,Christopher,David,Joshua,Daniel,boy
2477,1985,New Hampshire,Michael,Matthew,Christopher,Joshua,Ryan,boy
2478,1985,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2479,1985,New Mexico,Christopher,Michael,Matthew,Daniel,David,boy
2480,1985,New York,Michael,Christopher,Matthew,Daniel,Joseph,boy
2481,1985,North Carolina,Christopher,Joshua,Michael,James,Matthew,boy
2482,1985,North Dakota,Joshua,Matthew,Michael,Christopher,Tyler,boy
2483,1985,Ohio,Michael,Matthew,Christopher,Joshua,David,boy
2484,1985,Oklahoma,Christopher,Michael,Joshua,Matthew,James,boy
2485,1985,Oregon,Christopher,Michael,Matthew,Joshua,Andrew,boy
2486,1985,Pennsylvania,Michael,Matthew,Christopher,Daniel,David,boy
2487,1985,Rhode Island,Michael,Christopher,Matthew,Joseph,David,boy
2488,1985,South Carolina,Christopher,Michael,James,Joshua,Brandon,boy
2489,1985,South Dakota,Christopher,Michael,Matthew,Joshua,Andrew,boy
2490,1985,Tennessee,Christopher,Joshua,James,Michael,Matthew,boy
2491,1985,Texas,Christopher,Michael,Joshua,David,James,boy
2492,1985,Utah,Michael,Christopher,Joshua,Matthew,Daniel,boy
2493,1985,Vermont,Matthew,Michael,Christopher,Ryan,Daniel,boy
2494,1985,Virginia,Christopher,Michael,Matthew,Joshua,James,boy
2495,1985,Washington,Christopher,Michael,Joshua,Matthew,Ryan,boy
2496,1985,West Virginia,Joshua,Christopher,Michael,James,Matthew,boy
2497,1985,Wisconsin,Michael,Matthew,Andrew,Joshua,Ryan,boy
2498,1985,Wyoming,Christopher,Michael,Joshua,Matthew,Andrew,boy
2499,1986,Alabama,Christopher,James,Michael,Joshua,Brandon,boy
2500,1986,Alaska,Michael,Christopher,Matthew,Joshua,Ryan,boy
2501,1986,Arizona,Michael,Christopher,Matthew,Daniel,David,boy
2502,1986,Arkansas,Christopher,Joshua,Michael,Matthew,James,boy
2503,1986,California,Michael,Christopher,Daniel,David,Matthew,boy
2504,1986,Colorado,Michael,Christopher,Matthew,Joshua,David,boy
2505,1986,Connecticut,Michael,Christopher,Matthew,Daniel,David,boy
2506,1986,Delaware,Michael,Christopher,Matthew,Andrew,John,boy
2507,1986,Dist. of Columbia,Michael,Christopher,David,James,Daniel,boy
2508,1986,Florida,Michael,Christopher,Matthew,Joshua,David,boy
2509,1986,Georgia,Christopher,Michael,James,Joshua,Matthew,boy
2510,1986,Hawaii,Michael,Christopher,Ryan,Matthew,Joshua,boy
2511,1986,Idaho,Michael,Matthew,Christopher,Joshua,Daniel,boy
2512,1986,Illinois,Michael,Matthew,Christopher,Daniel,David,boy
2513,1986,Indiana,Michael,Matthew,Christopher,Joshua,Andrew,boy
2514,1986,Iowa,Matthew,Michael,Joshua,Andrew,Ryan,boy
2515,1986,Kansas,Michael,Matthew,Christopher,Joshua,Andrew,boy
2516,1986,Kentucky,Christopher,Joshua,Michael,James,Matthew,boy
2517,1986,Louisiana,Christopher,Michael,Joshua,Brandon,Matthew,boy
2518,1986,Maine,Matthew,Michael,Christopher,Joshua,Ryan,boy
2519,1986,Maryland,Michael,Christopher,Matthew,David,Robert,boy
2520,1986,Massachusetts,Michael,Christopher,Matthew,Daniel,David,boy
2521,1986,Michigan,Michael,Matthew,Christopher,Andrew,David,boy
2522,1986,Minnesota,Matthew,Michael,Andrew,Christopher,Ryan,boy
2523,1986,Mississippi,Christopher,James,Michael,William,Joshua,boy
2524,1986,Missouri,Christopher,Michael,Matthew,Joshua,Andrew,boy
2525,1986,Montana,Michael,Matthew,Christopher,Joshua,Andrew,boy
2526,1986,Nebraska,Matthew,Michael,Andrew,Christopher,Joshua,boy
2527,1986,Nevada,Michael,Christopher,Daniel,Joshua,Matthew,boy
2528,1986,New Hampshire,Michael,Matthew,Christopher,Ryan,Joshua,boy
2529,1986,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2530,1986,New Mexico,Christopher,Michael,Joshua,Matthew,Daniel,boy
2531,1986,New York,Michael,Christopher,Matthew,Daniel,Joseph,boy
2532,1986,North Carolina,Christopher,Michael,Joshua,Matthew,Brandon,boy
2533,1986,North Dakota,Michael,Christopher,Matthew,Joshua,Andrew,boy
2534,1986,Ohio,Michael,Matthew,Christopher,Joshua,Andrew,boy
2535,1986,Oklahoma,Christopher,Michael,Joshua,Matthew,James,boy
2536,1986,Oregon,Michael,Christopher,Matthew,Andrew,Joshua,boy
2537,1986,Pennsylvania,Michael,Matthew,Christopher,David,Daniel,boy
2538,1986,Rhode Island,Michael,Christopher,Matthew,David,Joseph,boy
2539,1986,South Carolina,Christopher,Michael,James,William,Brandon,boy
2540,1986,South Dakota,Michael,Matthew,Christopher,Tyler,Ryan,boy
2541,1986,Tennessee,Christopher,Joshua,Michael,James,Matthew,boy
2542,1986,Texas,Christopher,Michael,David,Matthew,Joshua,boy
2543,1986,Utah,Michael,Christopher,Matthew,Joshua,David,boy
2544,1986,Vermont,Matthew,Michael,Christopher,Joshua,Daniel,boy
2545,1986,Virginia,Christopher,Michael,James,Matthew,Joshua,boy
2546,1986,Washington,Michael,Christopher,Matthew,Joshua,Andrew,boy
2547,1986,West Virginia,Joshua,Christopher,Michael,Matthew,James,boy
2548,1986,Wisconsin,Michael,Matthew,Andrew,Ryan,Joshua,boy
2549,1986,Wyoming,Christopher,Michael,Matthew,Joshua,Andrew,boy
2550,1987,Alabama,Christopher,Joshua,James,Justin,Michael,boy
2551,1987,Alaska,Christopher,Michael,Matthew,Ryan,Joshua,boy
2552,1987,Arizona,Michael,Christopher,Matthew,Daniel,David,boy
2553,1987,Arkansas,Christopher,Joshua,Michael,James,Matthew,boy
2554,1987,California,Michael,Christopher,Daniel,David,Matthew,boy
2555,1987,Colorado,Michael,Christopher,Matthew,Joshua,Andrew,boy
2556,1987,Connecticut,Michael,Christopher,Matthew,Daniel,David,boy
2557,1987,Delaware,Michael,Christopher,Matthew,David,James,boy
2558,1987,Dist. of Columbia,Michael,Christopher,David,James,John,boy
2559,1987,Florida,Michael,Christopher,Joshua,Matthew,David,boy
2560,1987,Georgia,Christopher,Michael,Joshua,James,Matthew,boy
2561,1987,Hawaii,Christopher,Michael,Matthew,Joshua,Justin,boy
2562,1987,Idaho,Michael,Christopher,Matthew,Andrew,Joshua,boy
2563,1987,Illinois,Michael,Matthew,Christopher,Daniel,Andrew,boy
2564,1987,Indiana,Michael,Matthew,Joshua,Christopher,Andrew,boy
2565,1987,Iowa,Michael,Matthew,Andrew,Joshua,Christopher,boy
2566,1987,Kansas,Christopher,Matthew,Michael,Joshua,Andrew,boy
2567,1987,Kentucky,Joshua,Christopher,Michael,James,Justin,boy
2568,1987,Louisiana,Christopher,Joshua,Michael,Brandon,Matthew,boy
2569,1987,Maine,Joshua,Michael,Matthew,Christopher,Ryan,boy
2570,1987,Maryland,Michael,Christopher,Matthew,David,James,boy
2571,1987,Massachusetts,Michael,Matthew,Christopher,Daniel,David,boy
2572,1987,Michigan,Michael,Matthew,Christopher,Andrew,Joshua,boy
2573,1987,Minnesota,Michael,Andrew,Matthew,Daniel,Nicholas,boy
2574,1987,Mississippi,Christopher,James,Michael,Justin,Joshua,boy
2575,1987,Missouri,Michael,Christopher,Matthew,Joshua,Andrew,boy
2576,1987,Montana,Michael,Christopher,Matthew,Andrew,Joshua,boy
2577,1987,Nebraska,Andrew,Matthew,Michael,Joshua,Christopher,boy
2578,1987,Nevada,Michael,Christopher,Matthew,Joshua,Robert,boy
2579,1987,New Hampshire,Christopher,Michael,Matthew,Joshua,Andrew,boy
2580,1987,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2581,1987,New Mexico,Michael,Christopher,Joshua,Matthew,David,boy
2582,1987,New York,Michael,Christopher,Matthew,Daniel,Joseph,boy
2583,1987,North Carolina,Christopher,Joshua,Michael,Matthew,James,boy
2584,1987,North Dakota,Matthew,Michael,Andrew,Joshua,Christopher,boy
2585,1987,Ohio,Michael,Matthew,Christopher,Joshua,Andrew,boy
2586,1987,Oklahoma,Michael,Christopher,Joshua,Matthew,Justin,boy
2587,1987,Oregon,Michael,Christopher,Andrew,Matthew,Joshua,boy
2588,1987,Pennsylvania,Michael,Matthew,Christopher,Andrew,David,boy
2589,1987,Rhode Island,Michael,Matthew,Christopher,Andrew,David,boy
2590,1987,South Carolina,Christopher,Michael,James,Joshua,William,boy
2591,1987,South Dakota,Matthew,Joshua,Tyler,Michael,Ryan,boy
2592,1987,Tennessee,Christopher,Joshua,Michael,Matthew,James,boy
2593,1987,Texas,Christopher,Michael,Joshua,David,Matthew,boy
2594,1987,Utah,Michael,Matthew,Joshua,Christopher,Andrew,boy
2595,1987,Vermont,Christopher,Matthew,Michael,Joshua,Ryan,boy
2596,1987,Virginia,Christopher,Michael,Matthew,Joshua,James,boy
2597,1987,Washington,Michael,Christopher,Matthew,Andrew,Joshua,boy
2598,1987,West Virginia,Joshua,Christopher,Justin,Michael,Matthew,boy
2599,1987,Wisconsin,Michael,Andrew,Matthew,Joshua,Ryan,boy
2600,1987,Wyoming,Michael,Matthew,Joshua,Christopher,James,boy
2601,1988,Alabama,Justin,Christopher,Joshua,Michael,James,boy
2602,1988,Alaska,Michael,Christopher,James,Joshua,David,boy
2603,1988,Arizona,Michael,Christopher,Matthew,Joshua,Daniel,boy
2604,1988,Arkansas,Christopher,Joshua,Justin,Michael,James,boy
2605,1988,California,Michael,Christopher,Daniel,David,Matthew,boy
2606,1988,Colorado,Michael,Christopher,Matthew,Joshua,Andrew,boy
2607,1988,Connecticut,Michael,Christopher,Matthew,Daniel,David,boy
2608,1988,Delaware,Michael,Matthew,Christopher,John,Joshua,boy
2609,1988,Dist. of Columbia,Michael,Christopher,James,David,Daniel,boy
2610,1988,Florida,Michael,Christopher,Joshua,Matthew,David,boy
2611,1988,Georgia,Christopher,Joshua,Michael,Matthew,James,boy
2612,1988,Hawaii,Michael,Joshua,Christopher,Matthew,Justin,boy
2613,1988,Idaho,Michael,Joshua,Matthew,Andrew,Jacob,boy
2614,1988,Illinois,Michael,Matthew,Christopher,Daniel,Andrew,boy
2615,1988,Indiana,Michael,Joshua,Christopher,Matthew,Andrew,boy
2616,1988,Iowa,Matthew,Andrew,Michael,Joshua,Nicholas,boy
2617,1988,Kansas,Joshua,Michael,Matthew,Andrew,Christopher,boy
2618,1988,Kentucky,Joshua,Justin,Christopher,Michael,James,boy
2619,1988,Louisiana,Christopher,Joshua,Michael,Justin,Brandon,boy
2620,1988,Maine,Joshua,Matthew,Michael,Christopher,Justin,boy
2621,1988,Maryland,Michael,Christopher,Matthew,James,Joshua,boy
2622,1988,Massachusetts,Michael,Matthew,Christopher,Daniel,Andrew,boy
2623,1988,Michigan,Michael,Matthew,Christopher,Joshua,Andrew,boy
2624,1988,Minnesota,Michael,Matthew,Andrew,Joshua,Daniel,boy
2625,1988,Mississippi,Christopher,Justin,James,Joshua,Michael,boy
2626,1988,Missouri,Michael,Christopher,Joshua,Matthew,Andrew,boy
2627,1988,Montana,Michael,Matthew,Joshua,Tyler,Andrew,boy
2628,1988,Nebraska,Matthew,Andrew,Michael,Joshua,Christopher,boy
2629,1988,Nevada,Michael,Christopher,Joshua,Ryan,Andrew,boy
2630,1988,New Hampshire,Michael,Matthew,Christopher,Joshua,Ryan,boy
2631,1988,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2632,1988,New Mexico,Michael,Christopher,Joshua,Matthew,Daniel,boy
2633,1988,New York,Michael,Christopher,Matthew,Daniel,Joseph,boy
2634,1988,North Carolina,Christopher,Joshua,Michael,Justin,Matthew,boy
2635,1988,North Dakota,Michael,Matthew,Andrew,Justin,Joshua,boy
2636,1988,Ohio,Michael,Joshua,Matthew,Christopher,Andrew,boy
2637,1988,Oklahoma,Joshua,Christopher,Michael,Matthew,Justin,boy
2638,1988,Oregon,Michael,Christopher,Andrew,Joshua,Matthew,boy
2639,1988,Pennsylvania,Michael,Matthew,Christopher,Andrew,Joshua,boy
2640,1988,Rhode Island,Michael,Matthew,Christopher,David,Joshua,boy
2641,1988,South Carolina,Christopher,Joshua,Michael,Justin,James,boy
2642,1988,South Dakota,Michael,Joshua,Tyler,Christopher,Matthew,boy
2643,1988,Tennessee,Joshua,Christopher,Justin,Michael,James,boy
2644,1988,Texas,Christopher,Michael,Joshua,Justin,David,boy
2645,1988,Utah,Michael,Joshua,Matthew,Andrew,Christopher,boy
2646,1988,Vermont,Michael,Christopher,Matthew,Joshua,Andrew,boy
2647,1988,Virginia,Christopher,Michael,Matthew,Joshua,James,boy
2648,1988,Washington,Michael,Christopher,Joshua,Andrew,Matthew,boy
2649,1988,West Virginia,Joshua,Justin,Michael,Christopher,Matthew,boy
2650,1988,Wisconsin,Michael,Matthew,Andrew,Joshua,Justin,boy
2651,1988,Wyoming,Michael,Joshua,Christopher,Matthew,Daniel,boy
2652,1989,Alabama,Christopher,Joshua,Justin,Michael,James,boy
2653,1989,Alaska,Michael,Christopher,Joshua,Matthew,David,boy
2654,1989,Arizona,Michael,Christopher,Joshua,Daniel,Matthew,boy
2655,1989,Arkansas,Christopher,Joshua,Justin,Michael,James,boy
2656,1989,California,Michael,Christopher,Daniel,David,Matthew,boy
2657,1989,Colorado,Michael,Christopher,Matthew,Joshua,Andrew,boy
2658,1989,Connecticut,Michael,Christopher,Matthew,Daniel,David,boy
2659,1989,Delaware,Michael,Christopher,Matthew,Joshua,James,boy
2660,1989,Dist. of Columbia,Michael,Christopher,James,David,William,boy
2661,1989,Florida,Michael,Christopher,Joshua,Matthew,James,boy
2662,1989,Georgia,Christopher,Joshua,Michael,James,Justin,boy
2663,1989,Hawaii,Joshua,Michael,Christopher,Matthew,Justin,boy
2664,1989,Idaho,Joshua,Michael,Jacob,Matthew,Christopher,boy
2665,1989,Illinois,Michael,Matthew,Christopher,Daniel,Andrew,boy
2666,1989,Indiana,Joshua,Michael,Christopher,Matthew,Andrew,boy
2667,1989,Iowa,Michael,Joshua,Matthew,Andrew,Jacob,boy
2668,1989,Kansas,Joshua,Michael,Christopher,Matthew,Andrew,boy
2669,1989,Kentucky,Joshua,Christopher,James,Michael,Justin,boy
2670,1989,Louisiana,Christopher,Joshua,Michael,Justin,Matthew,boy
2671,1989,Maine,Joshua,Christopher,Michael,Matthew,Andrew,boy
2672,1989,Maryland,Michael,Christopher,Matthew,Joshua,David,boy
2673,1989,Massachusetts,Michael,Christopher,Matthew,Daniel,Andrew,boy
2674,1989,Michigan,Michael,Christopher,Joshua,Matthew,Andrew,boy
2675,1989,Minnesota,Michael,Andrew,Matthew,Nicholas,Jacob,boy
2676,1989,Mississippi,Christopher,James,Justin,Joshua,Michael,boy
2677,1989,Missouri,Michael,Christopher,Joshua,Matthew,Andrew,boy
2678,1989,Montana,Michael,Matthew,Joshua,Andrew,Tyler,boy
2679,1989,Nebraska,Michael,Matthew,Joshua,Andrew,Christopher,boy
2680,1989,Nevada,Michael,Christopher,Joshua,Matthew,Daniel,boy
2681,1989,New Hampshire,Michael,Matthew,Christopher,Ryan,Nicholas,boy
2682,1989,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2683,1989,New Mexico,Michael,Christopher,Matthew,Joshua,Daniel,boy
2684,1989,New York,Michael,Matthew,Christopher,Joseph,Daniel,boy
2685,1989,North Carolina,Christopher,Joshua,Michael,Justin,James,boy
2686,1989,North Dakota,Matthew,Michael,Joshua,Tyler,Andrew,boy
2687,1989,Ohio,Michael,Matthew,Joshua,Christopher,Andrew,boy
2688,1989,Oklahoma,Joshua,Michael,Christopher,Matthew,Justin,boy
2689,1989,Oregon,Michael,Christopher,Joshua,Andrew,Matthew,boy
2690,1989,Pennsylvania,Michael,Matthew,Christopher,Andrew,Joshua,boy
2691,1989,Rhode Island,Michael,Matthew,Christopher,Andrew,Nicholas,boy
2692,1989,South Carolina,Christopher,Joshua,Michael,James,Justin,boy
2693,1989,South Dakota,Michael,Joshua,Andrew,Matthew,Christopher,boy
2694,1989,Tennessee,Joshua,Christopher,Michael,James,Justin,boy
2695,1989,Texas,Christopher,Michael,Joshua,Matthew,David,boy
2696,1989,Utah,Michael,Joshua,Christopher,Tyler,Andrew,boy
2697,1989,Vermont,Michael,Joshua,Christopher,Matthew,Kyle,boy
2698,1989,Virginia,Michael,Christopher,Joshua,Matthew,James,boy
2699,1989,Washington,Michael,Christopher,Joshua,Matthew,Andrew,boy
2700,1989,West Virginia,Joshua,Christopher,Justin,Michael,Matthew,boy
2701,1989,Wisconsin,Michael,Matthew,Andrew,Joshua,Nicholas,boy
2702,1989,Wyoming,Michael,Christopher,Kyle,Joshua,Matthew,boy
2703,1990,Alabama,Christopher,Joshua,Justin,Michael,James,boy
2704,1990,Alaska,Michael,Christopher,Joshua,Matthew,David,boy
2705,1990,Arizona,Michael,Christopher,Joshua,Daniel,Matthew,boy
2706,1990,Arkansas,Christopher,Michael,Joshua,Justin,James,boy
2707,1990,California,Michael,Christopher,Daniel,David,Jose,boy
2708,1990,Colorado,Michael,Christopher,Joshua,Matthew,Andrew,boy
2709,1990,Connecticut,Michael,Christopher,Matthew,Daniel,Ryan,boy
2710,1990,Delaware,Michael,Christopher,Matthew,Robert,Andrew,boy
2711,1990,Dist. of Columbia,Michael,Christopher,James,David,William,boy
2712,1990,Florida,Michael,Christopher,Joshua,Matthew,James,boy
2713,1990,Georgia,Christopher,Joshua,Michael,James,William,boy
2714,1990,Hawaii,Joshua,Michael,Christopher,Justin,Matthew,boy
2715,1990,Idaho,Michael,Jacob,Christopher,Joshua,Matthew,boy
2716,1990,Illinois,Michael,Matthew,Christopher,Daniel,David,boy
2717,1990,Indiana,Michael,Joshua,Matthew,Christopher,Andrew,boy
2718,1990,Iowa,Michael,Jacob,Matthew,Tyler,Andrew,boy
2719,1990,Kansas,Michael,Joshua,Christopher,Matthew,Andrew,boy
2720,1990,Kentucky,Joshua,Christopher,James,Michael,Matthew,boy
2721,1990,Louisiana,Joshua,Christopher,Michael,Justin,Brandon,boy
2722,1990,Maine,Joshua,Michael,Matthew,Christopher,Nicholas,boy
2723,1990,Maryland,Michael,Christopher,Matthew,Joshua,David,boy
2724,1990,Massachusetts,Michael,Matthew,Christopher,Daniel,Nicholas,boy
2725,1990,Michigan,Michael,Joshua,Matthew,Christopher,Andrew,boy
2726,1990,Minnesota,Michael,Andrew,Matthew,Nicholas,Jacob,boy
2727,1990,Mississippi,Christopher,James,Joshua,Michael,Justin,boy
2728,1990,Missouri,Michael,Christopher,Joshua,Matthew,Andrew,boy
2729,1990,Montana,Michael,Joshua,Matthew,Christopher,Tyler,boy
2730,1990,Nebraska,Michael,Andrew,Matthew,Tyler,Joshua,boy
2731,1990,Nevada,Michael,Christopher,Joshua,Anthony,David,boy
2732,1990,New Hampshire,Michael,Christopher,Matthew,Joshua,Nicholas,boy
2733,1990,New Jersey,Michael,Christopher,Matthew,Daniel,Joseph,boy
2734,1990,New Mexico,Michael,Joshua,Christopher,Matthew,Daniel,boy
2735,1990,New York,Michael,Christopher,Matthew,Joseph,Daniel,boy
2736,1990,North Carolina,Christopher,Joshua,Michael,Matthew,William,boy
2737,1990,North Dakota,Matthew,Michael,Tyler,Andrew,Ryan,boy
2738,1990,Ohio,Michael,Matthew,Joshua,Christopher,Andrew,boy
2739,1990,Oklahoma,Joshua,Christopher,Michael,Matthew,Justin,boy
2740,1990,Oregon,Michael,Joshua,Christopher,Jacob,Matthew,boy
2741,1990,Pennsylvania,Michael,Matthew,Christopher,Joshua,Andrew,boy
2742,1990,Rhode Island,Michael,Christopher,Matthew,Nicholas,Joshua,boy
2743,1990,South Carolina,Christopher,Michael,James,Joshua,William,boy
2744,1990,South Dakota,Tyler,Michael,Joshua,Matthew,Jordan,boy
2745,1990,Tennessee,Joshua,Christopher,James,Michael,Matthew,boy
2746,1990,Texas,Michael,Christopher,Joshua,Matthew,David,boy
2747,1990,Utah,Michael,Joshua,Tyler,Matthew,Jordan,boy
2748,1990,Vermont,Michael,Christopher,Joshua,Matthew,Ryan,boy
2749,1990,Virginia,Christopher,Michael,Joshua,Matthew,James,boy
